Date,Month,Quarter,Year,Region,Segment,Channel,Product,Sales_Rep,Revenue,Profit,Marketing_Spend,Ad_Spend,Operating_Cost,Support_Cost,Refund_Amount,Discount_Pct,Units_Sold,Avg_Order_Value,Customers_Start,New_Customers,Customers_Churned,Customers_End,Customer_Lifetime_Months,Website_Visits,Conversion_Rate_Pct,Email_Campaigns,NPS_Score,CSAT_Score,Tickets_Raised,Tickets_Resolved,Churn_Rate_Pct,ROI_Pct,LTV,CAC,Profit_Margin_Pct,LTV_CAC_Ratio,Resolution_Rate_Pct,Revenue_Per_Customer
2023-03-16,March,Q1,2023,South,SMB,Referral,Product_B,Rep_10,102211.9,40083.78,14724.27,10135.23,42778.25,4625.6,3324.88,24.27,68,511.4,4329,461,270,4520,27,1068,2.78,4,63,8.4,75,55,6.24,172.23,13807.8,31.94,39.22,432.3,73.33,23.61
2023-03-17,March,Q1,2023,North,Enterprise,Social,Product_B,Rep_10,102918.6,30459.3,12073.59,8691.22,56571.97,3813.74,1094.15,24.58,713,188.47,4067,596,192,4471,49,4717,6.25,7,71,8.9,159,135,4.72,152.28,9235.03,20.26,29.6,455.83,84.91,25.31
2023-03-18,March,Q1,2023,South,SMB,Online,Product_B,Rep_9,105655.21,30017.45,9620.63,5945.41,61587.45,4429.68,1979.72,14.49,309,247.67,3926,487,206,4207,50,16218,6.84,4,28,7.7,160,155,5.25,212.01,12383.5,19.75,28.41,627.01,96.88,26.91
2023-03-19,March,Q1,2023,Central,Enterprise,Referral,Product_C,Rep_12,102230.88,36547.23,13158.44,9427.42,49766.42,2758.79,39.9,0.03,725,350.91,4288,630,304,4614,37,12200,4.51,10,84,7.1,186,179,7.09,177.75,12983.67,20.89,35.75,621.53,96.24,23.84
2023-03-20,March,Q1,2023,East,Startup,Direct,Product_E,Rep_8,110983.49,42272.74,15041.4,8986.44,50135.94,3533.41,3849.37,22.52,638,388.8,4260,620,208,4672,37,16855,7.53,10,29,7.4,19,14,4.88,181.04,14385.6,24.26,38.09,592.98,73.68,26.05
2023-03-21,March,Q1,2023,Central,Startup,Social,Product_E,Rep_9,100311.75,36552.91,10249.18,7550.85,48839.85,4669.81,1618.37,14.26,465,493.22,4130,653,175,4608,12,10361,2.56,10,65,7.2,185,146,4.24,256.64,5918.64,15.7,36.44,376.98,78.92,24.29
2023-03-22,March,Q1,2023,North,Government,Referral,Product_C,Rep_17,103930.51,26678.52,14550.54,8764.11,56609.86,6091.59,2970.28,9.15,186,359.25,4145,562,206,4501,43,16692,3.45,9,77,9.6,76,63,4.97,83.35,15447.75,25.89,25.67,596.67,82.89,25.07
2023-03-23,March,Q1,2023,South,Enterprise,Referral,Product_A,Rep_8,102746.29,44462.69,14736.9,8500.72,41284.57,2262.13,4915.01,20.73,408,518.93,4150,483,227,4406,26,12526,2.15,5,56,8.8,74,56,5.47,201.71,13492.18,30.51,43.27,442.22,75.68,24.76
2023-03-24,March,Q1,2023,North,Government,Online,Product_D,Rep_18,112259.91,36721.4,11156.76,8521.02,58138.37,6243.38,1680.91,10.0,769,438.84,4262,641,134,4769,32,11207,2.98,8,71,6.4,8,7,3.14,229.14,14042.88,17.41,32.71,806.6,87.5,26.34
2023-03-25,March,Q1,2023,West,Government,Direct,Product_A,Rep_20,106087.88,30279.6,15790.81,10493.66,55447.71,4569.76,5252.61,0.85,628,205.6,4193,767,311,4649,29,10231,3.17,12,32,7.2,98,74,7.42,91.75,5962.4,20.59,28.54,289.58,75.51,25.3
2023-03-26,March,Q1,2023,Central,Government,Online,Product_B,Rep_17,110344.41,37523.26,9914.42,5805.36,58210.83,4695.9,3490.9,20.53,165,220.47,4309,717,260,4766,41,16063,7.92,13,25,7.8,149,120,6.03,278.47,9039.27,13.83,34.01,653.6,80.54,25.61
2023-03-27,March,Q1,2023,East,SMB,Referral,Product_A,Rep_6,97837.46,40841.59,9210.53,7189.06,43870.75,3914.59,1184.27,13.65,453,336.86,3978,532,231,4279,24,5723,2.05,12,77,8.1,38,34,5.81,343.42,8084.64,17.31,41.74,467.05,89.47,24.59
2023-03-28,March,Q1,2023,East,Retail,Referral,Product_C,Rep_10,106680.6,36433.35,9910.17,7009.02,57907.35,2429.73,2329.79,8.45,251,336.0,4182,809,109,4882,35,5213,4.49,12,67,7.5,128,108,2.61,267.64,11760.0,12.25,34.15,960.0,84.38,25.51
2023-03-29,March,Q1,2023,West,Retail,Online,Product_B,Rep_1,109873.58,45657.67,15665.7,8870.08,45957.73,2592.48,4067.81,6.27,425,501.39,4159,795,234,4720,41,4466,5.23,6,51,9.0,138,127,5.63,191.45,20556.99,19.71,41.55,1042.97,92.03,26.42
2023-03-30,March,Q1,2023,North,Retail,Referral,Product_D,Rep_1,105916.93,41340.33,13324.4,9119.12,46587.99,4664.21,2364.48,14.84,299,414.75,4250,514,116,4648,13,13449,7.79,4,30,8.8,40,40,2.73,210.26,5391.75,25.92,39.03,208.02,100.0,24.92
2023-03-31,March,Q1,2023,East,Retail,Partner,Product_B,Rep_9,110912.99,33298.34,10053.96,7652.15,63829.76,3730.93,379.92,5.2,495,343.83,4225,439,104,4560,30,3747,8.48,12,24,7.7,103,76,2.46,231.2,10314.9,22.9,30.02,450.43,73.79,26.25
2023-04-01,April,Q2,2023,North,Startup,Social,Product_A,Rep_20,103079.22,29350.98,11423.51,8097.51,56461.09,5843.64,868.98,8.1,327,211.58,4363,760,225,4898,58,13454,6.77,3,25,9.2,171,156,5.16,156.93,12271.64,15.03,28.47,816.48,91.23,23.63
2023-04-02,April,Q2,2023,North,Government,Direct,Product_E,Rep_3,112792.48,49393.68,13881.47,7960.02,45427.07,4090.26,4462.62,15.91,161,240.54,4101,750,181,4670,55,13587,8.3,11,40,8.7,84,65,4.41,255.82,13229.7,18.51,43.79,714.73,77.38,27.5
2023-04-03,April,Q2,2023,North,Retail,Social,Product_E,Rep_6,117320.32,51474.41,10071.07,6995.91,52756.04,3018.8,3803.37,22.04,522,417.53,4296,845,238,4903,58,17383,7.01,6,61,8.8,70,58,5.54,411.11,24216.74,11.92,43.88,2031.61,82.86,27.31
2023-04-04,April,Q2,2023,South,SMB,Direct,Product_E,Rep_7,104091.71,38176.76,14756.99,10119.57,46100.27,5057.69,2965.71,13.32,795,343.19,4351,822,110,5063,36,3203,8.24,1,46,9.6,140,99,2.53,158.7,12354.84,17.95,36.68,688.29,70.71,23.92
2023-04-05,April,Q2,2023,East,Startup,Referral,Product_B,Rep_9,103758.47,39205.38,14137.32,10550.02,47123.08,3292.69,869.61,18.98,737,394.86,4485,718,206,4997,25,14635,6.45,2,22,6.6,147,109,4.59,177.32,9871.5,19.69,37.79,501.35,74.15,23.13
2023-04-06,April,Q2,2023,Central,SMB,Online,Product_E,Rep_5,113332.99,44665.08,13074.6,7236.0,50944.53,4648.78,4747.28,19.08,441,226.65,4255,651,130,4776,17,2144,2.06,7,79,6.7,195,155,3.06,241.62,3853.05,20.08,39.41,191.88,79.49,26.64
2023-04-07,April,Q2,2023,West,Enterprise,Online,Product_C,Rep_16,114044.01,44691.86,16844.17,11957.51,47043.75,5464.23,5478.33,16.61,192,439.63,4340,446,344,4442,23,13213,4.31,4,68,9.3,95,76,7.93,165.33,10111.49,37.77,39.19,267.71,80.0,26.28
2023-04-08,April,Q2,2023,South,Retail,Referral,Product_D,Rep_2,103611.93,35534.55,11318.91,5752.4,50955.11,5803.36,211.82,6.15,81,531.5,4131,515,222,4424,31,17944,6.03,5,53,8.8,84,81,5.37,213.94,16476.5,21.98,34.3,749.61,96.43,25.08
2023-04-09,April,Q2,2023,East,Retail,Direct,Product_E,Rep_3,104205.37,26351.24,15514.9,10997.78,56953.1,5386.13,406.57,21.67,230,250.74,4076,595,250,4421,34,2187,3.96,11,56,9.5,197,182,6.13,69.84,8525.16,26.08,25.29,326.88,92.39,25.57
2023-04-10,April,Q2,2023,East,Retail,Referral,Product_C,Rep_3,104977.46,32001.83,13306.35,10487.15,54729.62,4939.66,4643.81,10.91,628,359.89,4404,717,174,4947,41,4133,3.41,10,61,5.8,63,62,3.95,140.5,14755.49,18.56,30.48,795.02,98.41,23.84
2023-04-11,April,Q2,2023,West,Retail,Direct,Product_C,Rep_20,99744.21,29306.19,12410.87,6854.73,53320.69,4706.46,4067.33,1.11,565,598.71,4323,673,111,4885,41,4411,5.54,1,84,8.2,14,12,2.57,136.13,24547.11,18.44,29.38,1331.19,85.71,23.07
2023-04-12,April,Q2,2023,North,Government,Referral,Product_B,Rep_10,101953.29,44279.98,9340.64,5542.64,42436.0,5896.67,3150.02,6.12,318,308.69,4445,775,349,4871,49,2689,8.03,2,79,6.1,11,8,7.85,374.06,15125.81,12.05,43.43,1255.25,72.73,22.94
2023-04-13,April,Q2,2023,South,Startup,Referral,Product_B,Rep_3,101605.92,23992.6,14401.11,9718.75,59977.79,3234.42,4800.7,19.14,285,421.4,4194,537,156,4575,41,5407,1.74,4,20,7.7,116,93,3.72,66.6,17277.4,26.82,23.61,644.2,80.17,24.23
2023-04-14,April,Q2,2023,North,Startup,Referral,Product_D,Rep_15,102867.72,31100.29,11307.66,8138.33,58397.84,2061.93,3324.84,1.73,326,173.38,4387,687,199,4875,52,3423,6.88,8,78,6.2,80,64,4.54,175.04,9015.76,16.46,30.23,547.74,80.0,23.45
2023-04-15,April,Q2,2023,Central,Government,Online,Product_D,Rep_14,106613.36,33769.5,9739.81,5876.14,59812.02,3292.03,1151.35,3.68,602,419.13,4526,492,267,4751,41,18753,6.56,10,23,6.1,16,13,5.9,246.72,17184.33,19.8,31.67,867.9,81.25,23.56
2023-04-16,April,Q2,2023,East,Government,Direct,Product_A,Rep_4,108037.94,35199.31,8738.38,6110.55,60997.87,3102.38,3936.05,17.36,682,178.08,4385,620,94,4911,47,7728,8.25,4,33,5.6,83,75,2.14,302.81,8369.76,14.09,32.58,594.02,90.36,24.64
2023-04-17,April,Q2,2023,West,Startup,Referral,Product_D,Rep_10,114699.45,28422.71,13670.21,10523.1,67276.06,5330.47,3703.13,22.32,324,593.43,4375,766,300,4841,45,1976,8.01,14,37,8.2,50,43,6.86,107.92,26704.35,17.85,24.78,1496.04,86.0,26.22
2023-04-18,April,Q2,2023,Central,Retail,Social,Product_B,Rep_11,102035.26,33557.64,11929.76,8565.18,51920.72,4627.14,5029.04,15.84,792,466.21,4352,737,227,4862,27,13801,6.84,3,53,7.0,36,29,5.22,181.29,12587.67,16.19,32.89,777.5,80.56,23.45
2023-04-19,April,Q2,2023,South,Government,Social,Product_C,Rep_11,112028.72,43226.32,14603.48,10416.76,49298.96,4899.96,1198.12,5.56,135,493.81,4198,836,154,4880,35,11548,5.14,3,20,6.0,164,122,3.67,196.0,17283.35,17.47,38.59,989.32,74.39,26.69
2023-04-20,April,Q2,2023,East,SMB,Online,Product_A,Rep_8,106117.24,33286.38,15102.4,9281.8,55537.17,2191.29,3172.29,1.34,112,467.15,4495,574,107,4962,25,1118,2.93,12,72,6.9,119,84,2.38,120.4,11678.75,26.31,31.37,443.89,70.59,23.61
2023-04-21,April,Q2,2023,North,Retail,Partner,Product_D,Rep_9,107019.95,33894.73,9156.46,7081.87,58708.61,5260.15,4174.67,15.38,453,408.98,4302,645,128,4819,37,2542,5.32,5,41,6.2,118,90,2.98,270.17,15132.26,14.2,31.67,1065.65,76.27,24.88
2023-04-22,April,Q2,2023,West,SMB,Online,Product_C,Rep_8,110721.44,31917.73,14527.18,8472.21,60629.23,3647.3,1876.63,1.18,241,367.3,4418,587,326,4679,19,1972,6.86,3,80,9.5,130,95,7.38,119.71,6978.7,24.75,28.83,281.97,73.08,25.06
2023-04-23,April,Q2,2023,South,Startup,Partner,Product_B,Rep_12,101813.82,36244.62,9480.78,5324.26,51343.67,4744.75,1932.83,15.32,342,528.92,4215,607,258,4564,25,1915,7.77,8,41,6.9,94,88,6.12,282.3,13223.0,15.62,35.6,846.54,93.62,24.16
2023-04-24,April,Q2,2023,East,SMB,Online,Product_E,Rep_17,109419.56,44202.52,15326.66,9338.03,45265.97,4624.41,4857.69,5.64,80,566.59,4257,791,149,4899,42,7621,7.03,5,69,6.9,65,48,3.5,188.4,23796.78,19.38,40.4,1227.9,73.85,25.7
2023-04-25,April,Q2,2023,West,Government,Social,Product_A,Rep_15,108419.85,38460.18,14889.78,10349.09,51415.14,3654.75,2191.14,22.62,379,353.04,4523,762,108,5177,13,17970,2.87,12,35,9.1,65,60,2.39,158.3,4589.52,19.54,35.47,234.88,92.31,23.97
2023-04-26,April,Q2,2023,South,Enterprise,Referral,Product_C,Rep_19,110129.92,30022.31,12979.42,9844.93,64332.76,2795.43,3440.09,11.88,707,568.88,4349,819,267,4901,59,15530,5.7,14,47,8.3,106,86,6.14,131.31,33563.92,15.85,27.26,2117.6,81.13,25.32
2023-04-27,April,Q2,2023,West,Government,Direct,Product_B,Rep_20,109193.59,35992.01,14164.26,7643.37,56441.05,2596.27,4854.96,5.6,156,406.88,4533,546,246,4833,15,8354,3.83,12,61,8.6,118,85,5.43,154.1,6103.2,25.94,32.96,235.28,72.03,24.09
2023-04-28,April,Q2,2023,West,Retail,Referral,Product_B,Rep_6,120104.33,40483.38,12251.18,9116.6,60972.93,6396.84,1260.05,21.33,671,377.98,4384,821,194,5011,12,14761,1.56,14,54,8.2,178,168,4.43,230.44,4535.76,14.92,33.71,304.01,94.38,27.4
2023-04-29,April,Q2,2023,West,Startup,Social,Product_A,Rep_5,104719.21,39428.0,11831.36,8800.72,47518.51,5941.34,5141.07,6.35,325,366.41,4211,446,176,4481,31,5591,2.9,7,39,9.6,96,84,4.18,233.25,11358.71,26.53,37.65,428.15,87.5,24.87
2023-04-30,April,Q2,2023,East,Enterprise,Direct,Product_A,Rep_8,105333.0,36108.59,14484.82,9792.84,49895.17,4844.42,3696.94,7.66,771,250.85,4489,848,148,5189,25,19946,2.29,11,21,6.4,187,144,3.3,149.29,6271.25,17.08,34.28,367.17,77.01,23.46
2023-05-01,May,Q2,2023,South,Enterprise,Partner,Product_D,Rep_18,104952.37,29874.15,11770.26,8571.04,60774.69,2533.27,2603.46,20.86,700,151.39,4344,577,261,4660,51,9464,7.4,8,26,9.8,133,129,6.01,153.81,7720.89,20.4,28.46,378.48,96.99,24.16
2023-05-02,May,Q2,2023,South,Retail,Partner,Product_D,Rep_15,105370.76,34306.66,11068.76,6138.34,56193.45,3801.89,2270.32,7.72,647,272.32,4477,589,350,4716,36,13550,3.31,5,68,9.1,111,79,7.82,209.94,9803.52,18.79,32.56,521.74,71.17,23.54
2023-05-03,May,Q2,2023,East,Government,Social,Product_A,Rep_3,105041.29,29282.38,12037.19,6631.0,58558.15,5163.57,5012.38,10.25,605,386.01,4414,667,135,4946,36,15351,3.49,8,28,8.0,199,151,3.06,143.27,13896.36,18.05,27.88,769.88,75.88,23.8
2023-05-04,May,Q2,2023,East,Startup,Direct,Product_A,Rep_14,114253.39,36556.59,15764.39,11962.65,56083.46,5848.95,1175.24,8.69,131,312.75,4261,827,238,4850,14,5290,8.22,12,46,8.3,53,49,5.59,131.89,4378.5,19.06,32.0,229.72,92.45,26.81
2023-05-05,May,Q2,2023,East,Enterprise,Referral,Product_C,Rep_15,115490.91,39931.81,11949.22,7760.36,60753.93,2855.95,1799.83,2.91,113,341.43,4436,465,202,4699,16,7446,4.15,3,21,8.3,29,26,4.55,234.18,5462.88,25.7,34.58,212.56,89.66,26.03
2023-05-06,May,Q2,2023,North,SMB,Social,Product_D,Rep_13,105614.74,46276.03,9733.8,5585.07,47492.49,2112.42,1625.37,0.97,616,599.47,4643,628,217,5054,49,14432,1.57,14,79,5.8,20,16,4.67,375.42,29374.03,15.5,43.82,1895.1,80.0,22.75
2023-05-07,May,Q2,2023,North,SMB,Partner,Product_B,Rep_20,104386.77,29288.99,13553.68,9577.29,56482.86,5061.24,1508.42,18.11,635,311.58,4477,831,158,5150,37,2522,3.49,12,68,6.4,145,104,3.53,116.1,11528.46,16.31,28.06,706.83,71.72,23.32
2023-05-08,May,Q2,2023,West,SMB,Social,Product_D,Rep_9,110985.71,38001.22,15295.88,11740.54,53885.81,3802.8,2600.05,16.13,178,355.18,4426,618,308,4736,51,1561,2.34,7,21,9.6,184,176,6.96,148.44,18114.18,24.75,34.24,731.89,95.65,25.08
2023-05-09,May,Q2,2023,North,Startup,Referral,Product_D,Rep_17,105947.59,41771.64,9222.17,6360.5,51756.36,3197.42,5240.06,7.06,305,201.62,4543,545,223,4865,49,4540,2.22,8,36,7.8,112,89,4.91,352.95,9879.38,16.92,39.43,583.89,79.46,23.32
2023-05-10,May,Q2,2023,West,SMB,Online,Product_A,Rep_19,111953.45,39500.36,10836.11,6547.22,59320.15,2296.83,4975.14,7.39,280,177.66,4461,636,235,4862,49,13328,2.04,7,39,7.1,168,127,5.27,264.53,8705.34,17.04,35.28,510.88,75.6,25.1
2023-05-11,May,Q2,2023,South,Government,Online,Product_A,Rep_4,109883.48,30898.56,9882.7,6374.06,64529.75,4572.47,1801.81,23.63,546,491.38,4464,619,171,4912,15,2479,5.65,14,51,8.8,48,41,3.83,212.65,7370.7,15.97,28.12,461.53,85.42,24.62
2023-05-12,May,Q2,2023,North,Retail,Referral,Product_D,Rep_20,101370.23,43467.23,10578.58,7676.67,41845.76,5478.66,2143.32,24.69,186,405.79,4338,831,134,5035,18,7677,2.83,2,70,7.8,87,85,3.09,310.9,7304.22,12.73,42.88,573.78,97.7,23.37
2023-05-13,May,Q2,2023,South,Retail,Direct,Product_E,Rep_10,116766.56,30969.0,13022.34,6774.88,65967.11,6808.11,3908.65,11.84,504,506.79,4475,788,113,5150,41,18589,4.03,8,61,5.6,51,36,2.53,137.81,20778.39,16.53,26.52,1257.01,70.59,26.09
2023-05-14,May,Q2,2023,North,Retail,Social,Product_E,Rep_3,118088.5,43276.57,15637.02,8837.25,54140.82,5034.09,101.27,20.06,404,210.83,4559,686,287,4958,41,9848,7.53,6,82,8.7,128,119,6.3,176.76,8644.03,22.79,36.65,379.29,92.97,25.9
2023-05-15,May,Q2,2023,West,Government,Referral,Product_D,Rep_19,106125.25,36619.3,13327.24,8513.11,51872.31,4306.4,4351.95,18.42,673,391.59,4376,870,139,5107,30,17973,4.47,10,80,8.6,84,73,3.18,174.77,11747.7,15.32,34.51,766.82,86.9,24.25
2023-05-16,May,Q2,2023,West,Enterprise,Online,Product_E,Rep_9,107330.76,48164.69,13251.59,9027.94,43402.7,2511.78,4721.47,7.43,534,253.61,4606,675,283,4998,50,13766,7.91,3,81,6.2,80,66,6.14,263.46,12680.5,19.63,44.88,645.98,82.5,23.3
2023-05-17,May,Q2,2023,West,Enterprise,Partner,Product_D,Rep_5,110778.68,43554.81,11594.79,6977.16,50981.37,4647.71,4747.98,1.46,195,262.57,4458,472,194,4736,46,14520,4.99,4,22,9.6,24,22,4.35,275.64,12078.22,24.57,39.32,491.58,91.67,24.85
2023-05-18,May,Q2,2023,Central,Retail,Referral,Product_A,Rep_14,111101.71,36149.52,15432.18,9097.54,55609.32,3910.69,2083.46,3.56,82,157.74,4383,553,197,4739,51,12943,4.29,7,45,6.5,150,148,4.49,134.25,8044.74,27.91,32.54,288.24,98.67,25.35
2023-05-19,May,Q2,2023,East,Retail,Referral,Product_A,Rep_7,112802.23,48672.95,12745.54,6531.01,46388.25,4995.49,2605.73,20.96,309,207.36,4575,657,220,5012,44,11292,6.75,3,67,7.5,186,143,4.81,281.88,9123.84,19.4,43.15,470.3,76.88,24.66
2023-05-20,May,Q2,2023,North,Enterprise,Referral,Product_A,Rep_6,119640.61,38009.16,17771.1,9059.36,59607.24,4253.11,74.11,18.28,136,284.08,4451,515,187,4779,44,11076,2.01,1,27,6.0,16,12,4.2,113.88,12499.52,34.51,31.77,362.2,75.0,26.88
2023-05-21,May,Q2,2023,North,Startup,Online,Product_B,Rep_8,108784.93,28346.74,13531.75,7897.24,63685.1,3221.34,2172.41,16.61,314,207.45,4559,888,119,5328,25,17017,2.13,6,24,8.1,116,113,2.61,109.48,5186.25,15.24,26.06,340.31,97.41,23.86
2023-05-22,May,Q2,2023,East,Startup,Online,Product_A,Rep_2,105758.26,49313.41,9395.41,6193.0,44532.54,2516.9,2434.7,3.27,591,585.15,4458,788,172,5074,49,9655,6.06,3,30,7.1,157,141,3.86,424.87,28672.35,11.92,46.63,2405.4,89.81,23.72
2023-05-23,May,Q2,2023,Central,Government,Referral,Product_A,Rep_14,102933.23,29560.64,13106.74,8741.03,56910.56,3355.29,4667.89,16.0,441,291.94,4486,569,268,4787,21,9945,4.91,11,61,7.0,64,53,5.97,125.54,6130.74,23.03,28.72,266.21,82.81,22.95
2023-05-24,May,Q2,2023,West,Enterprise,Referral,Product_D,Rep_7,106255.26,41592.85,10918.5,7077.46,51208.04,2535.87,4749.54,19.3,281,201.34,4545,723,272,4996,39,9774,7.03,10,60,9.1,79,69,5.98,280.94,7852.26,15.1,39.14,520.02,87.34,23.38
2023-05-25,May,Q2,2023,West,SMB,Direct,Product_E,Rep_3,109824.36,34467.99,14062.23,8760.27,58320.55,2973.59,5305.05,21.52,637,230.61,4529,780,168,5141,25,3205,7.91,6,38,5.5,114,105,3.71,145.11,5765.25,18.03,31.38,319.76,92.11,24.25
2023-05-26,May,Q2,2023,North,Startup,Partner,Product_E,Rep_20,119042.86,48043.83,10103.75,5816.6,53813.01,7082.27,5268.27,0.33,496,408.1,4304,836,205,4935,47,13342,4.22,10,67,8.9,38,35,4.76,375.5,19180.7,12.09,40.36,1586.49,92.11,27.66
2023-05-27,May,Q2,2023,West,Government,Social,Product_A,Rep_6,107562.09,47122.49,9921.71,6153.53,46455.9,4061.99,44.1,17.11,178,175.07,4395,827,139,5083,49,5027,5.67,12,72,8.0,145,142,3.16,374.94,8578.43,12.0,43.81,714.87,97.93,24.47
2023-05-28,May,Q2,2023,East,SMB,Social,Product_A,Rep_14,111349.17,43062.18,15577.93,8437.44,48113.14,4595.92,3571.31,0.48,320,537.61,4604,698,150,5152,27,17327,5.0,3,74,9.7,170,141,3.26,176.43,14515.47,22.32,38.67,650.33,82.94,24.19
2023-05-29,May,Q2,2023,West,Startup,Social,Product_A,Rep_12,110228.2,47955.25,10571.17,5651.11,45645.32,6056.46,376.09,17.67,138,585.02,4502,799,96,5205,32,8188,8.37,6,80,8.0,144,113,2.13,353.64,18720.64,13.23,43.51,1415.01,78.47,24.48
2023-05-30,May,Q2,2023,South,Startup,Online,Product_D,Rep_18,116332.36,42397.91,16122.84,9512.2,50852.29,6959.32,1585.58,15.89,515,224.16,4467,698,330,4835,39,3808,7.32,11,51,5.7,40,36,7.39,162.97,8742.24,23.1,36.45,378.45,90.0,26.04
2023-05-31,May,Q2,2023,Central,Government,Online,Product_D,Rep_12,123105.13,39922.78,12255.03,9786.92,65595.81,5331.51,3559.63,3.71,219,344.46,4388,681,143,4926,44,14851,7.88,4,65,5.7,32,26,3.26,225.77,15156.24,18.0,32.43,842.01,81.25,28.05
2023-06-01,June,Q2,2023,South,Retail,Direct,Product_D,Rep_7,107896.21,26559.86,13487.21,8064.66,62184.7,5664.44,3779.68,19.15,177,156.04,4420,493,149,4764,17,16354,3.28,13,55,9.3,43,38,3.37,96.93,2652.68,27.36,24.62,96.95,88.37,24.41
2023-06-02,June,Q2,2023,West,SMB,Online,Product_E,Rep_5,108183.43,29805.26,13911.37,10863.9,60888.35,3578.45,3541.02,1.71,223,453.37,4329,488,159,4658,52,16058,6.91,4,37,9.1,81,67,3.67,114.25,23575.24,28.51,27.55,826.91,82.72,24.99
2023-06-03,June,Q2,2023,Central,Retail,Referral,Product_B,Rep_12,115931.52,36501.92,13434.82,8298.4,62258.34,3736.44,284.37,20.66,75,325.47,4525,692,125,5092,26,15620,3.36,10,37,7.0,175,131,2.76,171.7,8462.22,19.41,31.49,435.97,74.86,25.62
2023-06-04,June,Q2,2023,North,Government,Partner,Product_E,Rep_9,114200.25,50297.64,11576.68,7313.02,48202.37,4123.56,591.58,6.55,622,273.16,4480,568,261,4787,55,4913,2.96,10,31,8.2,108,91,5.83,334.47,15023.8,20.38,44.04,737.18,84.26,25.49
2023-06-05,June,Q2,2023,West,Startup,Partner,Product_D,Rep_11,120104.41,48087.06,11396.12,8423.09,54988.3,5632.93,772.19,17.22,560,258.03,4447,454,109,4792,14,18803,8.11,11,65,7.6,95,86,2.45,321.96,3612.42,25.1,40.04,143.92,90.53,27.01
2023-06-06,June,Q2,2023,West,Government,Partner,Product_C,Rep_4,113870.59,46507.91,9374.2,4950.44,52603.81,5384.67,520.47,23.09,537,431.18,4541,782,127,5196,54,3167,1.64,2,74,9.7,119,112,2.8,396.13,23283.72,11.99,40.84,1941.93,94.12,25.08
2023-06-07,June,Q2,2023,East,Enterprise,Partner,Product_B,Rep_14,109234.57,45454.99,11062.87,6136.51,49154.62,3562.09,973.47,8.5,628,341.24,4588,474,269,4793,58,3144,8.26,14,57,9.6,163,138,5.86,310.88,19791.92,23.34,41.61,847.98,84.66,23.81
2023-06-08,June,Q2,2023,West,Government,Social,Product_A,Rep_12,114064.39,39460.47,14340.33,11359.72,57374.52,2889.07,3926.6,12.57,455,222.83,4765,760,192,5333,46,3167,2.54,4,21,9.7,6,4,4.03,175.17,10250.18,18.87,34.59,543.2,66.67,23.94
2023-06-09,June,Q2,2023,Central,SMB,Social,Product_E,Rep_18,116734.71,35243.61,17006.07,11084.13,59197.43,5287.6,4849.38,11.58,75,455.05,4408,678,275,4811,25,10752,7.24,11,28,9.2,121,100,6.24,107.24,11376.25,25.08,30.19,453.6,82.64,26.48
2023-06-10,June,Q2,2023,West,SMB,Referral,Product_B,Rep_7,115373.68,41823.59,16265.88,8349.16,54384.52,2899.69,2358.32,3.94,132,396.25,4680,921,250,5351,13,10368,3.43,12,24,9.4,86,80,5.34,157.12,5151.25,17.66,36.25,291.69,93.02,24.65
2023-06-11,June,Q2,2023,West,Startup,Direct,Product_C,Rep_1,113887.72,40142.91,15218.19,7825.41,53613.54,4913.08,3944.97,14.76,413,529.08,4665,692,165,5192,40,18550,3.95,4,38,6.4,94,77,3.54,163.78,21163.2,21.99,35.25,962.4,81.91,24.41
2023-06-12,June,Q2,2023,North,SMB,Online,Product_B,Rep_13,116764.8,29350.07,15785.59,12189.19,66055.15,5573.99,1167.74,18.58,416,230.08,4494,478,265,4707,15,4575,3.02,11,58,9.1,46,42,5.9,85.93,3451.2,33.02,25.14,104.52,91.3,25.98
2023-06-13,June,Q2,2023,North,Government,Online,Product_E,Rep_16,117357.99,31401.25,14851.53,11317.01,65469.16,5636.05,5711.11,22.92,109,511.99,4596,713,124,5185,37,19254,5.6,7,61,8.5,35,30,2.7,111.43,18943.63,20.83,26.76,909.44,85.71,25.53
2023-06-14,June,Q2,2023,Central,Startup,Social,Product_D,Rep_5,118502.39,46225.64,11639.31,7420.29,54695.86,5941.58,2073.78,21.27,600,464.1,4534,835,237,5132,23,17543,3.94,5,36,9.6,65,50,5.23,297.15,10674.3,13.94,39.01,765.73,76.92,26.14
2023-06-15,June,Q2,2023,East,Enterprise,Partner,Product_A,Rep_19,114915.22,25146.24,16490.75,9052.87,66967.73,6310.5,4860.15,12.75,684,206.67,4602,919,213,5308,13,8243,6.1,8,82,8.0,106,100,4.63,52.49,2686.71,17.94,21.88,149.76,94.34,24.97
2023-06-16,June,Q2,2023,East,Government,Referral,Product_D,Rep_9,110916.16,26895.77,14080.95,10547.83,65502.98,4436.46,5242.82,17.98,341,446.61,4739,678,171,5246,28,13926,1.61,7,65,5.9,60,44,3.61,91.01,12505.08,20.77,24.25,602.07,73.33,23.4
2023-06-17,June,Q2,2023,Central,Retail,Direct,Product_D,Rep_9,112565.4,41222.65,13421.27,8017.6,52382.14,5539.34,4866.84,20.02,240,352.65,4652,614,262,5004,46,2055,1.95,10,39,8.1,87,75,5.63,207.14,16221.9,21.86,36.62,742.08,86.21,24.2
